Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC09-95663  ,76 - CALVINE                            ,8010 CALVINE RD                         ,                                        ,,ELK GROVE           ,CA             ,95624,(916) 681-6700,2900,545,
WCC09-95671  ,MINER PERK                              ,1573 S MAIN ST                         ,                                        ,,YREKA               ,CA             ,96097,(530) 842-0646,2900,545,
WCC09-97682  ,G&M #280 - CURTOLA                      ,333 CURTOLA PKWY                        ,                                        ,,VALLEJO             ,CA             ,94590,(707) 731-7440,2900,545,
WCC09-97707  ,ANABI OIL - AISLE 1 #450                ,25045 BLUE RAVINE ROAD                  ,                                        ,,FOLSOM              ,CA             ,95630,916-1180,2900,545,
WCC09-97710  ,CRAZY BAKERY                            ,120 MAIN ST                             ,                                        ,,WOODLAND            ,CA             ,95695,(530) 665-3092,2900,545,
WCC09-97713  ,SODHI AND SONS INC                      ,1496 HEALDSBURG AVE                     ,                                        ,,HEALDSBURG          ,CA             ,95448,(707) 433-2600,2900,545,
WCC09-97718  ,ANDERSON SPEEDWAY - ANABI OIL           ,2700 GATEWAY DRIVE                      ,                                        ,,ANDERSON            ,CA             ,96007,(530) 365-7711,2900,545,
WCC09-97727  ,GRANTLINE #21 TOOLEY OIL                ,8995 GRANTLINE RD                       ,                                        ,,ELK GROVE           ,CA             ,95624,,2900,545,
WCC09-97731  ,QUALITY INN HOTEL                       ,2059 HILLTOP DRIVE                      ,                                        ,,REDDING             ,CA             ,96002,(530) 221-6530,2900,545,
WCC09-97732  ,VALERO - FRANKLIN BLVD                  ,7282 FRANKLIN BLVD                      ,                                        ,,SACRAMENTO          ,CA             ,95823,(916) 429-8611,2900,545,
WCC14-140010 ,FARGHER LAKE GROCERY                    ,15518 NE FARGHER LAKE HWY               ,                                        ,,YACOLT              ,WA             ,98675,(360) 263-4464,2900,545,
WCC14-140058 ,NEIGHBORHOOD MARKET                     ,711 CHEMAWA RD N                        ,                                        ,,KEIZER              ,OR             ,97303,(503) 393-1510,2900,545,
WCC14-140077 ,RED STAR / COLOMBIA MARKET              ,450 WANAPA ST                           ,                                        ,,CASCADE LOCKS       ,OR             ,97014,(541) 374-8425,2900,545,
WCC14-140089 ,AL & ERNIE'S FOODLINER                  ,802 E MAIN ST                           ,                                        ,,BATTLE GROUND       ,WA             ,98604,(360) 687-2311,2900,545,
WCC14-140109 ,SUPER MARKET                            ,8210 SE DIVISION ST                     ,                                        ,,PORTLAND            ,OR             ,97266,(503) 780-6985,2900,545,
WCC14-140117 ,UNION 76 - EASY MARKET                  ,1321 MAIN ST                            ,                                        ,,OREGON CITY         ,OR             ,97045,(503) 656-7373,2900,545,
WCC14-140126 ,NEIGHBORHOOD MARKET (SPACE AGE)         ,11214 SE POWELL BLVD                 ,                                        ,,PORTLAND            ,OR             ,97230,(503) 888-5850,2900,545,
WCC14-140133 ,ED'S MARKET                             ,207 N LOMBARD ST                        ,                                        ,,PORTLAND            ,OR             ,97220,(503) 560-2109,2900,545,
WCC14-140145 ,B&J FOOD VILLA                          ,6316 NE 33RD ST                         ,                                        ,,PORTLAND            ,OR             ,97230,(360) 513-1930,2900,545,
WCC14-140147 ,ARCO - INTERSTATE                       ,6508 N INTERSTATE AVE                   ,                                        ,,PORTLAND            ,OR             ,97220,(503) 735-1235,2900,545,
WCC14-140150 ,DOWNTOWN GROCERY                        ,306 SW 4TH ST                           ,                                        ,,PORTLAND            ,OR             ,97204,(503) 544-3246,2900,545,
WCC14-140151 ,HOOD AVE MARKET                         ,711 NE HOOD ST                          ,                                        ,,GRESHAM             ,OR             ,97030,(503) 910-7409,2900,545,
WCC14-140159 ,ALLEN FOOD CENTER                       ,512 W 9TH ST                            ,                                        ,,THE DALLES          ,OR             ,97213,(541) 993-3062,2900,545,
WCC14-140166 ,TESORO - SEAWAY MARKET                  ,28600 SALMON RIVER HWY                  ,                                        ,,GRAND RHONDE        ,OR             ,97347,(503) 879-5220,2900,545,
WCC14-140169 ,SVS SHELL                               ,2955 SE COMMERCIAL ST                   ,                                        ,,SALEM               ,OR             ,97302,(503) 931-6227,2900,545,
WCC14-140170 ,CHEVRON - BORING                        ,31251 SE HWY 26                         ,                                        ,,BORING              ,OR             ,97009,,2900,545,
WCC14-140174 ,LEE'S HIGHWAY 58                        ,34500 HWY 58                            ,                                        ,,EUGENE              ,OR             ,97405,(541) 746-9576,2900,545,
WCC14-140175 ,KCS MINI MART                           ,6007 NE GLISAN                          ,                                        ,,PORTLAND            ,OR             ,97213,(503) 233-1606,2900,545,
WCC14-140176 ,EXPRESS FOOD MART                       ,5395 COMMERCIAL ST SE                  ,                                        ,,SALEM               ,OR             ,97306,,2900,545,
WCC14-140192 ,LIL Q FOOD STORE                        ,8510 E MILL PLAIN BLVD                  ,                                        ,,VANCOUVER           ,WA             ,98664,(360) 836-5178,2900,545,
WCC14-150039 ,HOLGATE MARKET                          ,4434 SE 112TH AVE                       ,                                        ,,PORTLAND            ,OR             ,97266,(503) 761-4511,2900,545,
WCC14-150047 ,OSCAR'S                                 ,4901 NE ST JOHNS RD                     ,                                        ,,VANCOUVER           ,WA             ,98661,(360) 702-8147,2900,545,
WCC14-160115 ,S & S MARKET                            ,2831 E MAIN STREET                     ,                                        ,,HILLSBORO           ,OR             ,97123,(503) 648-6019,2900,545,
WCC14-1862   ,FAST TRIP                               ,4541 NE 60TH AVE                        ,                                        ,,PORTLAND            ,OR             ,97218,(548) 506-9558,2900,545,
WCC14-5361   ,DENNIS MARKET                           ,425 NW SALTZMAN RD                      ,                                        ,,PORTLAND            ,OR             ,97008,(503) 526-9624,2900,545,
WCC16-160025 ,GAS N SNACK                             ,2212 10TH ST                           ,                                        ,,BAKER               ,OR             ,97814,(541) 523-6984,2900,545,
WCC16-160028 ,JACKPOT - UNION GAP                     ,207 AHTANUM RD                         ,                                        ,,UNION GAP           ,WA             ,98903,(509) 452-1738,2900,545,
WCC16-160034 ,FIFTH AVE. ONE STOP                     ,701 N 5 TH AVE                        ,                                        ,,YAKIMA              ,WA             ,98902,(509) 453-8445,2900,545,
WCC16-160053 ,ASOTIN CAFE                             ,111 FILMORE ST                         ,                                        ,,ASOTIN              ,WA             ,99402,(509) 243-4222,2900,545,
WCC16-160063 ,PIK A POP #12                           ,1235 S FIRST ST                       ,                                        ,,OTHELLO             ,WA             ,99344,(509) 457-1869,2900,545,
WCC16-160078 ,COLTON MARKET                           ,20867 S HWY 211                         ,                                        ,,COLTON              ,OR             ,97087,(503) 824-2240,2900,545,
WCC16-160087 ,COFFEE REFRIDGERATION                   ,195908 E 27TH AVE                       ,                                        ,,SUBLIMITY           ,WA             ,99337,(509) 586-1519,2900,545,
WCC16-160109 ,THE DOUBLE TREE RESTAURANT              ,327 E MAIN ST                           ,                                        ,,ATHENA              ,OR             ,97813,(541) 566-3431,2900,545,
WCC16-160116 ,KELLY'S CORNER                          ,14480 SE ORIENT DR                      ,                                        ,,BORING              ,OR             ,97009,,2900,545,
WCC21-210005 ,PLAID PANTRY #5                         ,2429 SE 26TH                            ,                                        ,,PORTLAND            ,OR             ,97214,(503) 235-4405,2900,545,
WCC21-210017 ,PLAID PANTRY #17                        ,1010 SE MAPLE                           ,                                        ,,HILLSBORO           ,OR             ,97123,(503) 648-9713,2900,545,
WCC21-210027 ,PLAID PANTRY #27                        ,2116 NE 82ND                            ,                                        ,,PORTLAND            ,OR             ,97220,(503) 254-2678,2900,545,
WCC21-210041 ,PLAID PANTRY #41                        ,4617 SILVERTON RD NE                    ,                                        ,,SALEM               ,OR             ,97303,(503) 370-9808,2900,545,
WCC21-210049 ,PLAID PANTRY #49                        ,809 NW MURRAY RD                        ,                                        ,,PORTLAND            ,OR             ,97229,(503) 644-5154,2900,545,
